State,State Code,Year,Year Code,Gender,Gender Code,Deaths,Population,Crude Rate,% of Total Deaths
Rhode Island,44,1984,1984,Female,F,22,503299,4.4,0.00%
Rhode Island,44,1984,1984,Male,M,73,459118,15.9,0.00%
Rhode Island,44,1985,1985,Female,F,28,506369,5.5,0.00%
Rhode Island,44,1985,1985,Male,M,69,463269,14.9,0.00%
Rhode Island,44,1986,1986,Female,F,19,510486,3.7,0.00%
Rhode Island,44,1986,1986,Male,M,80,467690,17.1,0.00%
Rhode Island,44,1987,1987,Female,F,28,516470,5.4,0.00%
Rhode Island,44,1987,1987,Male,M,99,474225,20.9,0.00%
Rhode Island,44,1988,1988,Female,F,21,519628,4,0.00%
Rhode Island,44,1988,1988,Male,M,78,477778,16.3,0.00%
Rhode Island,44,1989,1989,Female,F,23,521677,4.4,0.00%
Rhode Island,44,1989,1989,Male,M,77,480248,16,0.00%
Rhode Island,44,1990,1990,Female,F,22,522237,4.2,0.00%
Rhode Island,44,1990,1990,Male,M,105,481789,21.8,0.00%
Rhode Island,44,1991,1991,Female,F,17,525420,3.2,0.00%
Rhode Island,44,1991,1991,Male,M,65,485392,13.4,0.00%
Rhode Island,44,1992,1992,Female,F,14,526305,2.7,0.00%
Rhode Island,44,1992,1992,Male,M,59,486362,12.1,0.00%
Rhode Island,44,1993,1993,Female,F,13,527560,2.5,0.00%
Rhode Island,44,1993,1993,Male,M,77,487413,15.8,0.00%
Rhode Island,44,1994,1994,Female,F,20,528131,3.8,0.00%
Rhode Island,44,1994,1994,Male,M,62,487761,12.7,0.00%
Rhode Island,44,1995,1995,Female,F,20,528689,3.8,0.00%
Rhode Island,44,1995,1995,Male,M,69,487813,14.1,0.00%
Rhode Island,44,1996,1996,Female,F,18,530811,3.4,0.00%
Rhode Island,44,1996,1996,Male,M,65,489675,13.3,0.00%
Rhode Island,44,1997,1997,Female,F,10,532967,1.9,0.00%
Rhode Island,44,1997,1997,Male,M,62,491981,12.6,0.00%
Rhode Island,44,1998,1998,Female,F,15,536326,2.8,0.00%
Rhode Island,44,1998,1998,Male,M,71,495017,14.3,0.00%
South Carolina,45,1979,1979,Female,F,61,1584564,3.8,0.00%
South Carolina,45,1979,1979,Male,M,241,1505890,16,0.00%
South Carolina,45,1980,1980,Female,F,67,1605825,4.2,0.00%
South Carolina,45,1980,1980,Male,M,231,1520275,15.2,0.00%
South Carolina,45,1981,1981,Female,F,79,1632200,4.8,0.00%
South Carolina,45,1981,1981,Male,M,271,1549870,17.5,0.00%
South Carolina,45,1982,1982,Female,F,84,1648416,5.1,0.00%
South Carolina,45,1982,1982,Male,M,285,1561349,18.3,0.00%
South Carolina,45,1983,1983,Female,F,92,1663413,5.5,0.00%
South Carolina,45,1983,1983,Male,M,238,1571425,15.1,0.00%
South Carolina,45,1984,1984,Female,F,85,1681902,5.1,0.00%
South Carolina,45,1984,1984,Male,M,305,1590496,19.2,0.10%
South Carolina,45,1985,1985,Female,F,90,1704406,5.3,0.00%
South Carolina,45,1985,1985,Male,M,303,1600540,18.9,0.10%
South Carolina,45,1986,1986,Female,F,83,1721190,4.8,0.00%
South Carolina,45,1986,1986,Male,M,302,1623108,18.6,0.10%
South Carolina,45,1987,1987,Female,F,81,1741768,4.7,0.00%
South Carolina,45,1987,1987,Male,M,356,1641248,21.7,0.10%
South Carolina,45,1988,1988,Female,F,71,1761265,4,0.00%
South Carolina,45,1988,1988,Male,M,274,1655183,16.6,0.00%
South Carolina,45,1989,1989,Female,F,79,1783956,4.4,0.00%
South Carolina,45,1989,1989,Male,M,345,1678226,20.6,0.10%
South Carolina,45,1990,1990,Female,F,82,1799587,4.6,0.00%
South Carolina,45,1990,1990,Male,M,352,1690018,20.8,0.10%
South Carolina,45,1991,1991,Female,F,69,1842267,3.7,0.00%
South Carolina,45,1991,1991,Male,M,351,1729846,20.3,0.10%
South Carolina,45,1992,1992,Female,F,75,1866689,4,0.00%
South Carolina,45,1992,1992,Male,M,390,1755294,22.2,0.10%
South Carolina,45,1993,1993,Female,F,100,1891154,5.3,0.00%
South Carolina,45,1993,1993,Male,M,391,1773379,22,0.10%
South Carolina,45,1994,1994,Female,F,82,1914067,4.3,0.00%
South Carolina,45,1994,1994,Male,M,386,1792433,21.5,0.10%
South Carolina,45,1995,1995,Female,F,90,1937332,4.6,0.00%
South Carolina,45,1995,1995,Male,M,346,1812172,19.1,0.10%
South Carolina,45,1996,1996,Female,F,110,1961052,5.6,0.00%
South Carolina,45,1996,1996,Male,M,387,1836213,21.1,0.10%
South Carolina,45,1997,1997,Female,F,94,1992584,4.7,0.00%
South Carolina,45,1997,1997,Male,M,338,1868160,18.1,0.10%
South Carolina,45,1998,1998,Female,F,83,2022006,4.1,0.00%
South Carolina,45,1998,1998,Male,M,366,1898785,19.3,0.10%
South Dakota,46,1979,1979,Female,F,11,349853,3.1,0.00%
South Dakota,46,1979,1979,Male,M,59,340887,17.3,0.00%
South Dakota,46,1980,1980,Female,F,13,350801,3.7,0.00%
South Dakota,46,1980,1980,Male,M,75,341564,22,0.00%
South Dakota,46,1981,1981,Female,F,10,350127,2.9,0.00%
South Dakota,46,1981,1981,Male,M,75,340234,22,0.00%
South Dakota,46,1982,1982,Female,F,16,350909,4.6,0.00%
South Dakota,46,1982,1982,Male,M,79,340433,23.2,0.00%
South Dakota,46,1983,1983,Female,F,11,351991,3.1,0.00%
South Dakota,46,1983,1983,Male,M,73,341227,21.4,0.00%
South Dakota,46,1984,1984,Female,F,11,354127,3.1,0.00%
South Dakota,46,1984,1984,Male,M,80,343237,23.3,0.00%
South Dakota,46,1985,1985,Female,F,12,354666,3.4,0.00%
South Dakota,46,1985,1985,Male,M,69,343664,20.1,0.00%
South Dakota,46,1986,1986,Female,F,15,353723,4.2,0.00%
South Dakota,46,1986,1986,Male,M,86,341885,25.2,0.00%
South Dakota,46,1987,1987,Female,F,18,353661,5.1,0.00%
South Dakota,46,1987,1987,Male,M,84,342171,24.5,0.00%
South Dakota,46,1988,1988,Female,F,8,354500,2.3,0.00%
South Dakota,46,1988,1988,Male,M,74,343330,21.6,0.00%
South Dakota,46,1989,1989,Female,F,17,353672,4.8,0.00%
South Dakota,46,1989,1989,Male,M,73,342841,21.3,0.00%
South Dakota,46,1990,1990,Female,F,19,353474,5.4,0.00%
South Dakota,46,1990,1990,Male,M,72,342331,21,0.00%
South Dakota,46,1991,1991,Female,F,13,356909,3.6,0.00%
South Dakota,46,1991,1991,Male,M,82,347100,23.6,0.00%
South Dakota,46,1992,1992,Female,F,18,361158,5,0.00%
South Dakota,46,1992,1992,Male,M,61,351938,17.3,0.00%
South Dakota,46,1993,1993,Female,F,18,365614,4.9,0.00%
South Dakota,46,1993,1993,Male,M,99,356893,27.7,0.00%
South Dakota,46,1994,1994,Female,F,15,369772,4.1,0.00%
South Dakota,46,1994,1994,Male,M,82,361375,22.7,0.00%
South Dakota,46,1995,1995,Female,F,15,373461,4,0.00%
South Dakota,46,1995,1995,Male,M,71,364914,19.5,0.00%
South Dakota,46,1996,1996,Female,F,19,375529,5.1,0.00%
South Dakota,46,1996,1996,Male,M,105,367154,28.6,0.00%
South Dakota,46,1997,1997,Female,F,14,376375,3.7,0.00%
South Dakota,46,1997,1997,Male,M,113,368059,30.7,0.00%
South Dakota,46,1998,1998,Female,F,14,377001,3.7,0.00%
South Dakota,46,1998,1998,Male,M,101,369500,27.3,0.00%
Tennessee,47,1979,1979,Female,F,162,2346174,6.9,0.00%
Tennessee,47,1979,1979,Male,M,436,2191468,19.9,0.10%
Tennessee,47,1980,1980,Female,F,139,2376198,5.8,0.00%
Tennessee,47,1980,1980,Male,M,421,2218945,19,0.10%
Tennessee,47,1981,1981,Female,F,134,2394259,5.6,0.00%
Tennessee,47,1981,1981,Male,M,437,2233952,19.6,0.10%
Tennessee,47,1982,1982,Female,F,132,2404962,5.5,0.00%
Tennessee,47,1982,1982,Male,M,454,2241541,20.3,0.10%
Tennessee,47,1983,1983,Female,F,136,2412619,5.6,0.00%
Tennessee,47,1983,1983,Male,M,466,2246306,20.7,0.10%
Tennessee,47,1984,1984,Female,F,144,2427685,5.9,0.00%
Tennessee,47,1984,1984,Male,M,517,2258411,22.9,0.10%
Tennessee,47,1985,1985,Female,F,129,2444084,5.3,0.00%
Tennessee,47,1985,1985,Male,M,461,2273151,20.3,0.10%
Tennessee,47,1986,1986,Female,F,137,2457562,5.6,0.00%
Tennessee,47,1986,1986,Male,M,481,2282856,21.1,0.10%
Tennessee,47,1987,1987,Female,F,126,2481418,5.1,0.00%
Tennessee,47,1987,1987,Male,M,486,2304861,21.1,0.10%
Tennessee,47,1988,1988,Female,F,122,2502150,4.9,0.00%
Tennessee,47,1988,1988,Male,M,533,2325354,22.9,0.10%
Tennessee,47,1989,1989,Female,F,117,2519599,4.6,0.00%
Tennessee,47,1989,1989,Male,M,535,2340945,22.9,0.10%
Tennessee,47,1990,1990,Female,F,129,2529830,5.1,0.00%
Tennessee,47,1990,1990,Male,M,524,2351029,22.3,0.10%
Tennessee,47,1991,1991,Female,F,127,2574590,4.9,0.00%
Tennessee,47,1991,1991,Male,M,535,2394383,22.3,0.10%
Tennessee,47,1992,1992,Female,F,109,2614576,4.2,0.00%
Tennessee,47,1992,1992,Male,M,541,2436612,22.2,0.10%
Tennessee,47,1993,1993,Female,F,130,2657926,4.9,0.00%
Tennessee,47,1993,1993,Male,M,543,2481380,21.9,0.10%
Tennessee,47,1994,1994,Female,F,119,2703907,4.4,0.00%
Tennessee,47,1994,1994,Male,M,541,2529415,21.4,0.10%
Tennessee,47,1995,1995,Female,F,121,2750436,4.4,0.00%
Tennessee,47,1995,1995,Male,M,560,2578455,21.7,0.10%
Tennessee,47,1996,1996,Female,F,120,2794608,4.3,0.00%
Tennessee,47,1996,1996,Male,M,571,2625052,21.8,0.10%
Tennessee,47,1997,1997,Female,F,156,2835761,5.5,0.00%
Tennessee,47,1997,1997,Male,M,573,2665915,21.5,0.10%
Tennessee,47,1998,1998,Female,F,150,2869585,5.2,0.00%
Tennessee,47,1998,1998,Male,M,594,2704350,22,0.10%
Texas,48,1979,1979,Female,F,415,7073959,5.9,0.10%
Texas,48,1979,1979,Male,M,1212,6842477,17.7,0.20%
Texas,48,1980,1980,Female,F,398,7249669,5.5,0.10%
Texas,48,1980,1980,Male,M,1354,7019296,19.3,0.20%
Texas,48,1981,1981,Female,F,446,7507825,5.9,0.10%
Texas,48,1981,1981,Male,M,1393,7271205,19.2,0.20%
Texas,48,1982,1982,Female,F,438,7804989,5.6,0.10%
Texas,48,1982,1982,Male,M,1431,7561019,18.9,0.20%
Texas,48,1983,1983,Female,F,458,8009849,5.7,0.10%
Texas,48,1983,1983,Male,M,1556,7763217,20,0.30%
Texas,48,1984,1984,Female,F,433,8138711,5.3,0.10%
Texas,48,1984,1984,Male,M,1635,7886892,20.7,0.30%
Texas,48,1985,1985,Female,F,464,8271019,5.6,0.10%
Texas,48,1985,1985,Male,M,1752,8023896,21.8,0.30%
Texas,48,1986,1986,Female,F,500,8412177,5.9,0.10%
Texas,48,1986,1986,Male,M,1778,8165876,21.8,0.30%
Texas,48,1987,1987,Female,F,424,8441550,5,0.10%
Texas,48,1987,1987,Male,M,1696,8193973,20.7,0.30%
Texas,48,1988,1988,Female,F,488,8468153,5.8,0.10%
Texas,48,1988,1988,Male,M,1775,8217906,21.6,0.30%
Texas,48,1989,1989,Female,F,451,8543056,5.3,0.10%
Texas,48,1989,1989,Male,M,1675,8289265,20.2,0.30%
Texas,48,1990,1990,Female,F,452,8631442,5.2,0.10%
Texas,48,1990,1990,Male,M,1754,8377306,20.9,0.30%
Texas,48,1991,1991,Female,F,452,8829777,5.1,0.10%
Texas,48,1991,1991,Male,M,1797,8575535,21,0.30%
Texas,48,1992,1992,Female,F,453,9006797,5,0.10%
Texas,48,1992,1992,Male,M,1805,8760015,20.6,0.30%
Texas,48,1993,1993,Female,F,456,9204095,5,0.10%
Texas,48,1993,1993,Male,M,1810,8966225,20.2,0.30%
Texas,48,1994,1994,Female,F,444,9397908,4.7,0.10%
Texas,48,1994,1994,Male,M,1893,9174215,20.6,0.30%
Texas,48,1995,1995,Female,F,454,9590121,4.7,0.10%
Texas,48,1995,1995,Male,M,1780,9377279,19,0.30%
Texas,48,1996,1996,Female,F,404,9777938,4.1,0.10%
Texas,48,1996,1996,Male,M,1819,9574351,19,0.30%
Texas,48,1997,1997,Female,F,438,9971780,4.4,0.10%
Texas,48,1997,1997,Male,M,1708,9780259,17.5,0.30%
Texas,48,1998,1998,Female,F,420,10177683,4.1,0.10%
Texas,48,1998,1998,Male,M,1713,9994085,17.1,0.30%
Utah,49,1979,1979,Female,F,30,716342,4.2,0.00%
Utah,49,1979,1979,Male,M,148,705104,21,0.00%
Utah,49,1980,1980,Female,F,53,738341,7.2,0.00%
Utah,49,1980,1980,Male,M,140,726505,19.3,0.00%
Utah,49,1981,1981,Female,F,36,764278,4.7,0.00%
Utah,49,1981,1981,Male,M,161,752474,21.4,0.00%
Utah,49,1982,1982,Female,F,34,785465,4.3,0.00%
Utah,49,1982,1982,Male,M,168,773807,21.7,0.00%
Utah,49,1983,1983,Female,F,40,801952,5,0.00%
Utah,49,1983,1983,Male,M,172,791673,21.7,0.00%
Utah,49,1984,1984,Female,F,44,815336,5.4,0.00%
Utah,49,1984,1984,Male,M,180,805525,22.3,0.00%
Utah,49,1985,1985,Female,F,42,825632,5.1,0.00%
Utah,49,1985,1985,Male,M,173,816181,21.2,0.00%
Utah,49,1986,1986,Female,F,49,835839,5.9,0.00%
Utah,49,1986,1986,Male,M,196,826037,23.7,0.00%
Utah,49,1987,1987,Female,F,44,843651,5.2,0.00%
Utah,49,1987,1987,Male,M,187,833369,22.4,0.00%
Utah,49,1988,1988,Female,F,55,850314,6.5,0.00%
Utah,49,1988,1988,Male,M,174,839871,20.7,0.00%
Utah,49,1989,1989,Female,F,44,858755,5.1,0.00%
Utah,49,1989,1989,Male,M,167,848044,19.7,0.00%
Utah,49,1990,1990,Female,F,41,867494,4.7,0.00%
Utah,49,1990,1990,Male,M,223,855876,26.1,0.00%
Utah,49,1991,1991,Female,F,54,895119,6,0.00%
Utah,49,1991,1991,Male,M,232,885161,26.2,0.00%
Utah,49,1992,1992,Female,F,37,923046,4,0.00%
Utah,49,1992,1992,Male,M,219,914791,23.9,0.00%
Utah,49,1993,1993,Female,F,45,952724,4.7,0.00%
Utah,49,1993,1993,Male,M,215,946185,22.7,0.00%
Utah,49,1994,1994,Female,F,53,983063,5.4,0.00%
Utah,49,1994,1994,Male,M,238,978009,24.3,0.00%
Utah,49,1995,1995,Female,F,58,1009453,5.7,0.00%
Utah,49,1995,1995,Male,M,230,1005266,22.9,0.00%
Utah,49,1996,1996,Female,F,47,1036071,4.5,0.00%
Utah,49,1996,1996,Male,M,240,1033403,23.2,0.00%
Utah,49,1997,1997,Female,F,64,1061039,6,0.00%
Utah,49,1997,1997,Male,M,237,1059320,22.4,0.00%
Utah,49,1998,1998,Female,F,55,1083931,5.1,0.00%
Utah,49,1998,1998,Male,M,281,1083788,25.9,0.00%
Vermont,50,1979,1979,Female,F,23,259391,8.9,0.00%
Vermont,50,1979,1979,Male,M,65,246724,26.3,0.00%
Vermont,50,1980,1980,Female,F,17,262661,6.5,0.00%
Vermont,50,1980,1980,Male,M,58,249483,23.2,0.00%
Vermont,50,1981,1981,Female,F,17,264748,6.4,0.00%
Vermont,50,1981,1981,Male,M,68,251368,27.1,0.00%
Vermont,50,1982,1982,Female,F,12,266580,4.5,0.00%
Vermont,50,1982,1982,Male,M,71,252964,28.1,0.00%
Vermont,50,1983,1983,Female,F,8,268343,3,0.00%
Vermont,50,1983,1983,Male,M,66,255168,25.9,0.00%
Vermont,50,1984,1984,Female,F,19,269887,7,0.00%
Vermont,50,1984,1984,Male,M,63,256945,24.5,0.00%
Vermont,50,1985,1985,Female,F,10,271460,3.7,0.00%
Vermont,50,1985,1985,Male,M,66,258691,25.5,0.00%
Vermont,50,1986,1986,Female,F,13,273425,4.8,0.00%
Vermont,50,1986,1986,Male,M,63,260799,24.2,0.00%
Vermont,50,1987,1987,Female,F,24,276328,8.7,0.00%
Vermont,50,1987,1987,Male,M,68,264031,25.8,0.00%
Vermont,50,1988,1988,Female,F,20,280920,7.1,0.00%
Vermont,50,1988,1988,Male,M,70,268842,26,0.00%
Vermont,50,1989,1989,Female,F,13,284950,4.6,0.00%
Vermont,50,1989,1989,Male,M,81,273010,29.7,0.00%
Vermont,50,1990,1990,Female,F,14,287145,4.9,0.00%
Vermont,50,1990,1990,Male,M,70,275344,25.4,0.00%
Vermont,50,1991,1991,Female,F,18,290259,6.2,0.00%
Vermont,50,1991,1991,Male,M,74,278432,26.6,0.00%
Vermont,50,1992,1992,Male,M,71,280691,25.3,0.00%
Vermont,50,1993,1993,Female,F,16,294624,5.4,0.00%
Vermont,50,1993,1993,Male,M,76,283300,26.8,0.00%
Vermont,50,1994,1994,Female,F,17,297897,5.7,0.00%
Vermont,50,1994,1994,Male,M,41,286201,14.3,0.00%
Vermont,50,1995,1995,Female,F,16,300279,5.3,0.00%
Vermont,50,1995,1995,Male,M,60,288700,20.8,0.00%
Vermont,50,1996,1996,Male,M,60,290860,20.6,0.00%
Vermont,50,1997,1997,Female,F,16,304893,5.2,0.00%
Vermont,50,1997,1997,Male,M,57,292521,19.5,0.00%
Vermont,50,1998,1998,Female,F,13,306675,4.2,0.00%
Vermont,50,1998,1998,Male,M,73,294029,24.8,0.00%
Virginia,51,1979,1979,Female,F,187,2716085,6.9,0.00%
Virginia,51,1979,1979,Male,M,592,2613504,22.7,0.10%
Virginia,51,1980,1980,Female,F,149,2731673,5.5,0.00%
Virginia,51,1980,1980,Male,M,566,2621465,21.6,0.10%
Virginia,51,1981,1981,Female,F,172,2776283,6.2,0.00%
Virginia,51,1981,1981,Male,M,540,2672889,20.2,0.10%
Virginia,51,1982,1982,Female,F,174,2804043,6.2,0.00%
Virginia,51,1982,1982,Male,M,589,2694171,21.9,0.10%
Virginia,51,1983,1983,Female,F,166,2839169,5.8,0.00%
Virginia,51,1983,1983,Male,M,551,2728951,20.2,0.10%
Virginia,51,1984,1984,Female,F,183,2878963,6.4,0.00%
Virginia,51,1984,1984,Male,M,529,2769395,19.1,0.10%
Virginia,51,1985,1985,Female,F,160,2919060,5.5,0.00%
Virginia,51,1985,1985,Male,M,591,2802431,21.1,0.10%
Virginia,51,1986,1986,Female,F,171,2964885,5.8,0.00%
Virginia,51,1986,1986,Male,M,644,2852421,22.6,0.10%
Virginia,51,1987,1987,Female,F,171,3024191,5.7,0.00%
Virginia,51,1987,1987,Male,M,660,2914514,22.6,0.10%
Virginia,51,1988,1988,Female,F,163,3081364,5.3,0.00%
Virginia,51,1988,1988,Male,M,592,2962638,20,0.10%
Virginia,51,1989,1989,Female,F,163,3125173,5.2,0.00%
Virginia,51,1989,1989,Male,M,651,3003251,21.7,0.10%
Virginia,51,1990,1990,Female,F,157,3155378,5,0.00%
Virginia,51,1990,1990,Male,M,642,3036050,21.1,0.10%
Virginia,51,1991,1991,Female,F,163,3212811,5.1,0.00%
Virginia,51,1991,1991,Male,M,630,3090849,20.4,0.10%
Virginia,51,1992,1992,Female,F,136,3266685,4.2,0.00%
Virginia,51,1992,1992,Male,M,676,3150629,21.5,0.10%
Virginia,51,1993,1993,Female,F,138,3315709,4.2,0.00%
Virginia,51,1993,1993,Male,M,645,3196615,20.2,0.10%
Virginia,51,1994,1994,Female,F,146,3361027,4.3,0.00%
Virginia,51,1994,1994,Male,M,675,3235973,20.9,0.10%
Virginia,51,1995,1995,Female,F,162,3401905,4.8,0.00%
Virginia,51,1995,1995,Male,M,665,3271517,20.3,0.10%
Virginia,51,1996,1996,Female,F,178,3444914,5.2,0.00%
Virginia,51,1996,1996,Male,M,651,3309684,19.7,0.10%
Virginia,51,1997,1997,Female,F,144,3485791,4.1,0.00%
Virginia,51,1997,1997,Male,M,618,3345940,18.5,0.10%
Virginia,51,1998,1998,Female,F,176,3523237,5,0.00%
Virginia,51,1998,1998,Male,M,651,3381779,19.3,0.10%
Washington,53,1979,1979,Female,F,146,2022940,7.2,0.00%
Washington,53,1979,1979,Male,M,411,1995980,20.6,0.10%
Washington,53,1980,1980,Female,F,130,2082966,6.2,0.00%
Washington,53,1980,1980,Male,M,420,2055829,20.4,0.10%
Washington,53,1981,1981,Female,F,152,2133435,7.1,0.00%
Washington,53,1981,1981,Male,M,479,2107480,22.7,0.10%
Washington,53,1982,1982,Female,F,134,2154266,6.2,0.00%
Washington,53,1982,1982,Male,M,438,2125763,20.6,0.10%
Washington,53,1983,1983,Female,F,145,2164564,6.7,0.00%
Washington,53,1983,1983,Male,M,471,2137306,22,0.10%
Washington,53,1984,1984,Female,F,128,2187017,5.9,0.00%
Washington,53,1984,1984,Male,M,440,2158103,20.4,0.10%
Washington,53,1985,1985,Female,F,138,2216461,6.2,0.00%
Washington,53,1985,1985,Male,M,477,2185574,21.8,0.10%
Washington,53,1986,1986,Female,F,170,2243287,7.6,0.00%
Washington,53,1986,1986,Male,M,512,2210315,23.2,0.10%
Washington,53,1987,1987,Female,F,141,2283350,6.2,0.00%
Washington,53,1987,1987,Male,M,557,2249595,24.8,0.10%
Washington,53,1988,1988,Female,F,143,2337805,6.1,0.00%
Washington,53,1988,1988,Male,M,576,2303992,25,0.10%
Washington,53,1989,1989,Female,F,148,2394240,6.2,0.00%
Washington,53,1989,1989,Male,M,500,2354669,21.2,0.10%
Washington,53,1990,1990,Female,F,138,2453767,5.6,0.00%
Washington,53,1990,1990,Male,M,539,2414643,22.3,0.10%
Washington,53,1991,1991,Female,F,142,2532411,5.6,0.00%
Washington,53,1991,1991,Male,M,550,2494079,22.1,0.10%
Washington,53,1992,1992,Female,F,147,2598337,5.7,0.00%
Washington,53,1992,1992,Male,M,547,2563188,21.3,0.10%
Washington,53,1993,1993,Female,F,142,2657909,5.3,0.00%
Washington,53,1993,1993,Male,M,548,2622689,20.9,0.10%
Washington,53,1994,1994,Female,F,141,2706134,5.2,0.00%
Washington,53,1994,1994,Male,M,618,2670305,23.1,0.10%
Washington,53,1995,1995,Female,F,146,2757505,5.3,0.00%
Washington,53,1995,1995,Male,M,635,2724987,23.3,0.10%
Washington,53,1996,1996,Female,F,136,2800675,4.9,0.00%
Washington,53,1996,1996,Male,M,637,2771647,23,0.10%
Washington,53,1997,1997,Female,F,135,2851729,4.7,0.00%
Washington,53,1997,1997,Male,M,593,2824089,21,0.10%
Washington,53,1998,1998,Female,F,139,2900580,4.8,0.00%
Washington,53,1998,1998,Male,M,569,2870867,19.8,0.10%
West Virginia,54,1979,1979,Female,F,55,999184,5.5,0.00%
West Virginia,54,1979,1979,Male,M,188,940976,20,0.00%
West Virginia,54,1980,1980,Female,F,48,1004248,4.8,0.00%
West Virginia,54,1980,1980,Male,M,195,945747,20.6,0.00%
West Virginia,54,1981,1981,Female,F,50,1007258,5,0.00%
West Virginia,54,1981,1981,Male,M,186,945692,19.7,0.00%
West Virginia,54,1982,1982,Female,F,40,1006148,4,0.00%
West Virginia,54,1982,1982,Male,M,190,942273,20.2,0.00%
West Virginia,54,1983,1983,Female,F,44,1004108,4.4,0.00%
West Virginia,54,1983,1983,Male,M,207,938929,22,0.00%
West Virginia,54,1984,1984,Female,F,39,996125,3.9,0.00%
West Virginia,54,1984,1984,Male,M,199,929343,21.4,0.00%
West Virginia,54,1985,1985,Female,F,59,986840,6,0.00%
West Virginia,54,1985,1985,Male,M,194,918637,21.1,0.00%
West Virginia,54,1986,1986,Female,F,52,975072,5.3,0.00%
West Virginia,54,1986,1986,Male,M,220,906080,24.3,0.00%
West Virginia,54,1987,1987,Female,F,43,963242,4.5,0.00%
West Virginia,54,1987,1987,Male,M,200,893382,22.4,0.00%
West Virginia,54,1988,1988,Female,F,44,949783,4.6,0.00%
West Virginia,54,1988,1988,Male,M,170,879795,19.3,0.00%
West Virginia,54,1989,1989,Female,F,28,938655,3,0.00%
West Virginia,54,1989,1989,Male,M,203,868167,23.4,0.00%
West Virginia,54,1990,1990,Female,F,32,932302,3.4,0.00%
West Virginia,54,1990,1990,Male,M,187,861960,21.7,0.00%
West Virginia,54,1991,1991,Female,F,36,933826,3.9,0.00%
West Virginia,54,1991,1991,Male,M,204,865676,23.6,0.00%
West Virginia,54,1992,1992,Female,F,41,936080,4.4,0.00%
West Virginia,54,1992,1992,Male,M,199,870696,22.9,0.00%
West Virginia,54,1993,1993,Female,F,43,940610,4.6,0.00%
West Virginia,54,1993,1993,Male,M,226,877317,25.8,0.00%
West Virginia,54,1994,1994,Female,F,39,941082,4.1,0.00%
West Virginia,54,1994,1994,Male,M,219,879700,24.9,0.00%
West Virginia,54,1995,1995,Female,F,39,941762,4.1,0.00%
West Virginia,54,1995,1995,Male,M,237,882194,26.9,0.00%
West Virginia,54,1996,1996,Female,F,49,940604,5.2,0.00%
West Virginia,54,1996,1996,Male,M,230,882599,26.1,0.00%
West Virginia,54,1997,1997,Female,F,41,937637,4.4,0.00%
West Virginia,54,1997,1997,Male,M,221,882052,25.1,0.00%
West Virginia,54,1998,1998,Female,F,39,935339,4.2,0.00%
West Virginia,54,1998,1998,Male,M,193,881047,21.9,0.00%
Wisconsin,55,1979,1979,Female,F,122,2381899,5.1,0.00%
Wisconsin,55,1979,1979,Male,M,472,2289499,20.6,0.10%
Wisconsin,55,1980,1980,Female,F,123,2403003,5.1,0.00%
Wisconsin,55,1980,1980,Male,M,428,2308205,18.5,0.10%
Wisconsin,55,1981,1981,Female,F,149,2414075,6.2,0.00%
Wisconsin,55,1981,1981,Male,M,438,2315603,18.9,0.10%
Wisconsin,55,1982,1982,Female,F,120,2416461,5,0.00%
Wisconsin,55,1982,1982,Male,M,463,2315099,20,0.10%
Wisconsin,55,1983,1983,Female,F,124,2412651,5.1,0.00%
Wisconsin,55,1983,1983,Male,M,493,2309615,21.3,0.10%
Wisconsin,55,1984,1984,Female,F,130,2421197,5.4,0.00%
Wisconsin,55,1984,1984,Male,M,479,2315694,20.7,0.10%
Wisconsin,55,1985,1985,Female,F,126,2427815,5.2,0.00%
Wisconsin,55,1985,1985,Male,M,485,2321707,20.9,0.10%
Wisconsin,55,1986,1986,Female,F,124,2430990,5.1,0.00%
Wisconsin,55,1986,1986,Male,M,472,2324760,20.3,0.10%
Wisconsin,55,1987,1987,Female,F,133,2442233,5.4,0.00%
Wisconsin,55,1987,1987,Male,M,549,2334405,23.5,0.10%
Wisconsin,55,1988,1988,Female,F,146,2463839,5.9,0.00%
Wisconsin,55,1988,1988,Male,M,507,2356979,21.5,0.10%
Wisconsin,55,1989,1989,Female,F,118,2481216,4.8,0.00%
Wisconsin,55,1989,1989,Male,M,479,2374473,20.2,0.10%
Wisconsin,55,1990,1990,Female,F,110,2498519,4.4,0.00%
Wisconsin,55,1990,1990,Male,M,510,2392698,21.3,0.10%
Wisconsin,55,1991,1991,Female,F,95,2534220,3.7,0.00%
Wisconsin,55,1991,1991,Male,M,478,2432927,19.6,0.10%
Wisconsin,55,1992,1992,Female,F,124,2562485,4.8,0.00%
Wisconsin,55,1992,1992,Male,M,462,2465656,18.7,0.10%
Wisconsin,55,1993,1993,Female,F,105,2591305,4.1,0.00%
Wisconsin,55,1993,1993,Male,M,484,2497642,19.4,0.10%
Wisconsin,55,1994,1994,Female,F,112,2614180,4.3,0.00%
Wisconsin,55,1994,1994,Male,M,480,2523917,19,0.10%
Wisconsin,55,1995,1995,Female,F,112,2638469,4.2,0.00%
Wisconsin,55,1995,1995,Male,M,510,2551719,20,0.10%
Wisconsin,55,1996,1996,Female,F,101,2659910,3.8,0.00%
Wisconsin,55,1996,1996,Male,M,500,2576811,19.4,0.10%
